R,G,B
72.04792024,70.54620497,67.64976415
72.16991852,70.79663379,67.80349485
72.34069468,71.08168954,67.97427101
72.48917238,71.39204545,68.12339194
72.66477273,71.66027015,68.32965266
72.78205403,71.89590480,68.43171098
72.94039451,72.16102058,68.63464837
73.12274871,72.48038165,68.81485849
73.23852916,72.78269726,68.90448113
73.34573328,73.04877787,69.06250000
73.13797170,72.92849485,68.89869211
72.07718696,71.54716981,68.01972556
71.21226415,70.11771012,67.12371355
71.05199400,69.61031304,66.83286878
71.07268439,69.51029160,66.87757290
70.85420240,69.13893654,66.65587479
70.56625214,68.56410806,66.29609777
70.49807033,68.32632933,66.23606346
70.85280875,68.69328902,66.55242281
71.06496569,68.98284734,66.71891081
70.92613636,68.88411235,66.57472127
70.87049743,68.83083190,66.54352487
70.96419383,68.93224700,66.64301029
71.16530875,69.21462264,66.81925386
71.31764580,69.44671955,67.00761149
71.46526587,69.72148370,67.12564322
71.63357633,69.99099485,67.29202401
71.74785592,70.19875643,67.44296741
71.75246569,70.38539880,67.46580189
71.88336192,70.56067753,67.62435678
71.99699828,70.79802744,67.69446827
72.14354631,71.00460978,67.85731132
72.33512007,71.29995712,68.04331046
72.49828473,71.58147513,68.14794168
72.65480274,71.83640652,68.36020583
72.77948113,72.02111921,68.41412950
72.61835334,71.95390223,68.34519726
71.64783448,70.77197684,67.47373499
70.82064751,69.40298027,66.65984134
70.56003431,68.83490566,66.38786449
70.56153516,68.69982847,66.35184391
70.42270583,68.35023585,66.14697684
70.20100772,67.87039022,65.84487564
70.19328902,67.72780875,65.81185678
70.56024871,68.16252144,66.17817324
70.70969125,68.37264151,66.32354202
70.62896655,68.25696827,66.21687393
70.60806175,68.24228130,66.19746998
70.73391938,68.35891938,66.34112350
70.96087050,68.70443825,66.52669383
71.09980703,68.99303173,66.69779160
71.24571184,69.30424528,66.84927101
71.35977702,69.48563465,66.96119211
71.47223413,69.69671955,67.08436964
71.58812178,69.88872213,67.20947684
71.68610635,70.13979417,67.29545455
71.80167238,70.33897942,67.44746998
71.93535592,70.61760292,67.62317753
72.07729417,70.87146226,67.74195969
72.15694683,71.15008576,67.83426244
72.35162950,71.36535163,68.01693825
72.46322899,71.57815180,68.16970412
72.64172384,71.82547170,68.32504288
72.80767581,72.08619211,68.48649228
72.90769726,72.34830617,68.59852058
72.66252144,72.20111492,68.42967410
71.50150086,70.72405660,67.46076329
